word,weight,number_of_words
makan,-1,1
besar,-2,1
tular,-4,1
timbal,-2,1
teduh,-2,1
pokok,-3,1
baca,-1,1
cedera,-4,1
maksud,-1,1
lot,-5,1
dahulu,-1,1
ubah ingat,-3,2
anjur,-2,1
ramal,-2,1
terka,-1,1
jaga,-3,1
ruwet,-4,1
semangat,-1,1
beri,-2,1
mencak,-5,1
seteru,-4,1
aneh,-4,1
lagi,-3,1
tentang,-2,1
tutup,-2,1
lanyak,-3,1
curu,-3,1
tekan,-3,1
nista,-5,1
sumbat,-3,1
tumpang tinggal,-4,2
erik,-3,1
beri uang,-2,2
tahan,-2,1
sembah,-2,1
ubah akal,-2,2
tip,-3,1
tambat hati,-2,2
ogah,-3,1
panas,-3,1
simpang,-4,1
sunyi,-3,1
indah,-2,1
noda,-4,1
langah,-3,1
langau,-4,1
taksir,-1,1
beda,-2,1
hambur,-3,1
tangkap basah,-3,2
bahagia,-1,1
bisik,-2,1
coret,-1,1
ngaceng,-5,1
jihat,-4,1
mengarau,-4,1
tubruk,-3,1
lesap,-3,1
mentransformasikan,-5,1
gabung,-5,1
gasak,-5,1
maklumat,-3,1
mengerut,-3,1
inersia,-4,1
lebur,-5,1
senyampang,-4,1
ayun,-3,1
hadirin,-3,1
pantang,-4,1
porno,-5,1
berkarut,-5,1
tingkeb,-3,1
bayi,-3,1
empot-empotan,-5,1
bergulir,-3,1
lembu liar,-3,2
kemandang,-3,1
rantas,-3,1
sambung,-3,1
aus,-5,1
menggulung,-4,1
moyang,-4,1
berang,-5,1
singkil,-4,1
deru,-3,1
menumpuk,-3,1
represi,-4,1
distorsi,-4,1
risi,-3,1
semak hati,-5,2
lintasan,-4,1
petung,-3,1
risa,-4,1
benyot,-4,1
bromocorah,-5,1
medok,-3,1
lencana,-3,1
ekshibisi,-3,1
dua kali,-3,2
mengheningkan,-3,1
melingkupi,-3,1
menyegam,-4,1
mencagil,-4,1
memampat,-3,1
mengkaji,-5,1
gelogok,-3,1
gapil mulut,-4,2
penyudahan,-3,1
selesma,-3,1
pari-,-3,1
khafi,-5,1
melumangkan,-5,1
beromong kosong,-4,2
berkecandan,-4,1
membasmi,-5,1
memetuahkan,-3,1
mencegat,-3,1
pulsa,-3,1
merancukan,-4,1
berluruhan,-3,1
titis,-3,1
tersantet,-3,1
unjuk rasa,-3,2
ketupat bengkulu,-5,2
tawar,-4,1
cacatan,-5,1
titik,-3,1
ikhtiar,-4,1
terpelekok,-3,1
betung,-3,1
membuang,-4,1
menjauh,-3,1
berganda,-3,1
beranjak,-3,1
menyulam,-5,1
bengal,-4,1
serius,-5,1
kusut hati,-5,2
memupus,-5,1
kaitan,-4,1
barua,-5,1
merobek,-4,1
judes,-4,1
belembang,-5,1
betas,-3,1
madat,-3,1
sensasi,-5,1
sandung,-5,1
catak,-4,1
interlokusi,-3,1
rongseng,-4,1
baya,-4,1
merinin,-3,1
tempo,-4,1
cacing kalung,-4,2
kemakmuran,-3,1
tertular,-4,1
borok,-5,1
kentara,-3,1
restan,-3,1
menoleransi,-3,1
mencaci,-5,1
pati,-5,1
mamah,-4,1
mendorong,-4,1
pancakara,-4,1
mempertenggangkan,-3,1
hunjam,-4,1
angkat tangan,-5,2
sumbang,-4,1
kehangatan,-4,1
cekuh,-3,1
forum,-3,1
anjing tanah,-5,2
juang,-3,1
dering,-3,1
mentok,-5,1
jendala,-5,1
puyeng,-4,1
kelesa,-4,1
bertambah,-5,1
kerdak,-4,1
menggelabur,-5,1
penuturan,-3,1
pemalak,-5,1
rapat,-3,1
fasid,-5,1
celoteh,-4,1
membalik belakang,-5,2
berselang,-3,1
tais,-3,1
kelasah-kelusuh,-5,1
orang-orangan,-3,1
gencet,-5,1
termuat,-3,1
membersihkan,-5,1
mewalakkan,-5,1
unit,-4,1
menjaga,-3,1
anjungan,-3,1
tahi angin,-4,2
kerekau,-3,1
musir,-4,1
saran,-3,1
melarang,-3,1
merangkum,-3,1
merangkul,-3,1
orang bunian,-4,2
merintangi,-4,1
merangkup,-3,1
merangkus,-4,1
mengabdi,-3,1
bersesak-sesak,-3,1
membohong,-4,1
karut,-5,1
prajurit,-5,1
suari,-3,1
obat bedil,-3,2
sarau,-5,1
bayu,-4,1
mengusir,-4,1
miliun,-5,1
berhelat,-4,1
lisong,-3,1
selekeh,-5,1
mengantongi,-5,1
bertara,-3,1
runcing,-4,1
disparitas,-4,1
perlawanan,-5,1
gelongsor,-4,1
tesis,-3,1
relai,-5,1
berlik,-4,1
naik pitam,-4,2
tulup,-3,1
pembohong,-4,1
bertandang,-4,1
beribadat,-3,1
vibrasi,-3,1
menjerkah,-5,1
fakir,-5,1
kode,-3,1
cencala,-5,1
kerusuhan,-5,1
genitalia,-3,1
sigar,-3,1
pengungkit,-3,1
fadihat,-5,1
indehoi,-3,1
ta,-3,1
akik,-3,1
jamah,-5,1
sewot,-5,1
bolsak,-4,1
mendusta,-4,1
mendustai,-3,1
urung,-5,1
kasiku,-4,1
penyadaran,-3,1
cirit,-5,1
menjolok,-3,1
penting,-4,1
apkiran,-4,1
memenuhi,-3,1
hubungan singkat,-4,2
adiktif,-4,1
menyingkap,-4,1
lubuk,-3,1
meredup,-3,1
lelucon,-4,1
umbul-umbul,-3,1
pautan,-4,1
menyangkak hati,-4,2
kadam,-3,1
turut,-3,1
hot,-4,1
jalan lingkar,-4,2
penerangan,-3,1
menguji,-5,1
coreng moreng,-4,2
iri hati,-5,2
setia,-4,1
kurang darah,-4,2
makmum,-3,1
deriji,-4,1
terburu,-3,1
sedu,-5,1
cunam,-3,1
kekeramatan,-5,1
bermukah,-4,1
sampean,-4,1
jendera,-4,1
menggelabu,-4,1
bedol,-4,1
pemakai bahasa,-3,2
arca,-3,1
sistem,-4,1
buang-buang air,-5,2
menyiasat,-3,1
lecet,-4,1
walang hati,-5,2
pemburu,-5,1
dampratan,-5,1
bersenda gurau,-4,2
bertala-tala,-3,1
tegal,-4,1
pengumpil,-3,1
bersinggungan,-3,1
menduri,-4,1
berbantahan,-3,1
bahasa,-4,1
gugup,-5,1
gugus,-4,1
bercikun-cikun,-5,1
merorod,-4,1
uzur,-3,1
rompes,-4,1
kepalang,-3,1
ulam-ulam,-5,1
pandemi,-5,1
atribut,-3,1
deskripsi,-4,1
geblek,-5,1
bungsu,-3,1
menyembunyikan,-3,1
beranggar lidah,-3,2
londang,-3,1
terbakar,-5,1
mengesel,-5,1
kerabit,-3,1
keluarga,-3,1
berangsang,-5,1
hilang akal,-5,2
berkecenderungan,-3,1
junior,-4,1
penjara,-4,1
menyesak,-4,1
banyak cakap,-4,2
antitesis,-3,1
mengotori,-5,1
bercucuran,-5,1
mengelih,-4,1
penanggung,-4,1
barut,-3,1
mengelis,-3,1
pipitan,-3,1
intiha,-3,1
tenggalam,-3,1
menyesar,-3,1
menyesap,-3,1
sayap,-4,1
pelak,-3,1
cemomot,-4,1
bebal,-3,1
antuk,-4,1
lantaran,-4,1
satelit,-3,1
berangsur,-3,1
danyang,-4,1
seleweng,-5,1
mendangkung,-3,1
soak,-5,1
menghujat,-4,1
berombongan,-4,1
caing,-3,1
sorak,-3,1
taburan,-3,1
imbesil,-5,1
pelir,-5,1
cukup,-5,1
kemban,-5,1
keris,-4,1
tersumbat,-5,1
bercekcok,-4,1
asan tak asan,-5,3
jual murah,-3,2
bertengking,-4,1
bantu,-4,1
mengonfirmasi,-4,1
bergundang,-5,1
pengamitan,-4,1
memecah,-4,1
bergairah,-3,1
cengkeram,-5,1
menafikan,-4,1
menyakar,-5,1
pepet,-5,1
ketat,-3,1
cuma,-3,1
berdompol,-4,1
mencecak,-3,1
melumur,-4,1
melukat,-4,1
jeli,-3,1
aborsi,-3,1
lembu hutan,-3,2
jalu,-4,1
puntianak,-5,1
berbicara,-3,1
pengacauan,-4,1
tuju,-4,1
pinggir,-4,1
merangsang,-4,1
menjatuhkan,-4,1
kerabu,-5,1
debil,-5,1
laif,-5,1
bentul,-3,1
renyang,-5,1
berbecak-becak,-3,1
aji,-3,1
penabalan,-3,1
berona,-3,1
bagian,-4,1
laik,-5,1
bundak,-3,1
narkotik,-3,1
resan,-5,1
koyak,-3,1
anggota,-3,1
mempersakiti,-5,1
benjut,-4,1
terbuni,-5,1
penyangkal,-4,1
coleng,-4,1
terpangah,-4,1
tindih,-4,1
sano,-4,1
keset,-4,1
bening,-4,1
hemat,-3,1
lebar mulut,-4,2
ambles,-4,1
konglomerasi,-4,1
prapendapat,-3,1
generasi,-3,1
menunjang,-3,1
memapas,-5,1
abses,-4,1
berhandai-handai,-3,1
jawatan,-3,1
geriap,-4,1
bersara,-3,1
absen,-3,1
serampu,-3,1
candala,-5,1
batel,-4,1
tumpat,-4,1
berjejak,-3,1
degil,-5,1
masyhur,-5,1
dangkar,-4,1
talak,-3,1
kedengkian,-5,1
berbahaya,-4,1
mengguguk,-5,1
inisiator,-4,1
harus,-5,1
pergi,-3,1
menggiatkan,-4,1
cucup,-3,1
menebeng,-3,1
kepala angin,-3,2
berasal,-3,1
berasak,-3,1
padang luas,-3,2
menyelundupi,-3,1
menganugerahi,-3,1
kusut pikiran,-4,2
galas,-4,1
temporer,-4,1
kocar-kacir,-5,1
sambungan jiwa,-3,2
degub,-3,1
desak,-4,1
laknat,-5,1
pikiran tumpul,-3,2
bergema,-4,1
siratan,-3,1
epidemi,-5,1
minta,-3,1
bacok,-4,1
kepialu,-4,1
kesepakatan,-4,1
desau,-3,1
jenewer,-4,1
mencium,-3,1
mengernai,-4,1
merekomendasi,-3,1
nistaan,-5,1
berkemandang,-3,1
separuh,-3,1
keloyoan,-3,1
gerah,-5,1
menyekar,-4,1
rusuk,-4,1
cangkul,-4,1
tertangguh,-3,1
trek,-3,1
minum,-3,1
beringat,-3,1
hingar,-5,1
wreda,-4,1
petus,-3,1
loksek,-4,1
mencemari,-4,1
mencopet,-5,1
daing,-4,1
kongkong,-3,1
sara bara,-5,2
rapun,-5,1
eban,-4,1
tuhmah,-3,1
perit,-4,1
merasuk hati,-3,2
minus,-3,1
erotan,-4,1
se-sat pusat,-4,2
menyikut,-5,1
khalifatullah,-4,1
desersi,-3,1
penobatan,-3,1
setengah,-3,1
direksi,-3,1
kecap,-4,1
pamflet,-3,1
tercampak,-5,1
kebimbangan,-4,1
pangkur,-4,1
bablas,-5,1
somplak,-4,1
memamah,-4,1
doi,-3,1
iming-iming,-3,1
kembang-kempis,-4,1
menyabet,-5,1
kegegeran,-3,1
menyeterui,-5,1
merumung,-3,1
mengembat,-5,1
menjual,-5,1
derek,-5,1
mata betung,-3,2
hasud,-5,1
koteng,-3,1
hulu,-3,1
kesukaran,-4,1
pembantah,-4,1
meninggalkan,-4,1
semuanya,-3,1
patah pucuk,-5,2
ketupat bangkahulu,-5,2
gedang,-4,1
sitoplasma,-5,1
pengumuman,-3,1
terbenam,-5,1
kesenyapan,-4,1
puisi,-3,1
penggelapan,-4,1
telerang,-3,1
permusuhan,-5,1
terasing,-5,1
digresi,-4,1
penyap,-3,1
lancip,-4,1
hoki,-3,1
celomes,-4,1
implementasi,-4,1
semrawut,-5,1
atresia,-3,1
menjejaki,-4,1
lopak,-4,1
membahana,-3,1
mampir,-3,1
bersurai,-3,1
gambar,-3,1
asid,-5,1
menggoyang,-3,1
rangkap,-3,1
lekukan,-3,1
langsuir,-4,1
random,-4,1
menakali,-4,1
pupus,-5,1
dukun,-3,1
mengharubirukan,-4,1
irsyad,-3,1
rurut,-5,1
gelantung,-4,1
diplomasi,-5,1
buram,-3,1
pengintai,-3,1
carik,-5,1
terpaksa,-4,1
terbelakang,-3,1
bertimbal,-3,1
mencerca,-5,1
pelana,-3,1
buras,-4,1
folder,-5,1
blangko,-3,1
badan,-3,1
tamparan,-3,1
berpoleng,-3,1
membekam,-4,1
tipu muslihat,-5,2
menyeluk,-3,1
jungkal,-5,1
kata-kata,-4,1
jengkang,-5,1
stok,-3,1
jalan arteri,-4,2
buah,-3,1
inferioritas,-5,1
tampak,-3,1
mencakar,-4,1
comberan,-4,1
gaul,-3,1
bab,-4,1
menampak,-4,1
beringas,-4,1
pada,-3,1
rudin,-5,1
memarak,-3,1
vampir,-5,1
menggaet,-5,1
pincang,-4,1
indolensi,-4,1
bercakar-cakaran,-4,1
dekadensi,-5,1
ambruk,-5,1
sebagai,-3,1
rubuh,-5,1
pawana,-4,1
radius,-4,1
kerikil,-3,1
berambu-rambu,-4,1
menghalang,-4,1
cemar,-5,1
lekat,-3,1
periksa,-5,1
lekas,-3,1
lekap,-3,1
cemat,-5,1
bunting,-3,1
disentri,-5,1
babak,-4,1
bertingkat,-4,1
kemerosotan,-5,1
atur,-4,1
gabas,-5,1
kohor,-3,1
berlebih-lebih,-4,1
pertunjuk,-3,1
suplai,-3,1
inteligen,-4,1
gunjingan,-5,1
artikel,-4,1
berjubal,-3,1
menyemir,-5,1
pongsu,-4,1
tatah-tatah,-5,1
anarki,-4,1
menyelami,-5,1
mencepung,-5,1
azab,-5,1
menegah,-5,1
menyumpahi,-5,1
dabih,-3,1
menyisikan,-4,1
pinak,-3,1
cempeng,-4,1
linguis,-3,1
perguaman,-4,1
telimpuh,-3,1
dangkung,-3,1
menyurut,-3,1
mengadili,-4,1
pita,-4,1
membual,-4,1
bijaksana,-4,1
awa-,-3,1
bergulat,-4,1
penyigian,-3,1
mengagumkan,-5,1
jambak,-5,1
cekah,-4,1
berlanggaran,-4,1
melunyah,-3,1
ujar,-4,1
pemikiran,-3,1
cepol,-4,1
lemau,-4,1
melepas,-5,1
cekat,-4,1
simpang-siur,-4,1
penengah,-3,1
menjebol,-3,1
menyetrap,-3,1
hadir,-3,1
subversif,-4,1
menyembarangi,-5,1
menimang-nimang,-3,1
balkon,-3,1
juwita,-4,1
tersimbah,-5,1
tersila,-3,1
tambeng,-5,1
anyir,-4,1
penghormatan,-3,1
berdekus,-3,1
madani,-4,1
menganggur,-4,1
berdikit-dikit,-3,1
ayat,-4,1
semprot,-5,1
reguk,-3,1
seluruhnya,-3,1
jelata,-5,1
berak air,-4,2
selia,-4,1
senang,-4,1
memejalkan,-3,1
kendati,-3,1
tunggang gunung,-4,2
pengasih,-4,1
gembung,-3,1
menjodohkan,-3,1
melindur,-3,1
tuntut,-3,1
beredak,-5,1
semena-mena,-5,1
kedung,-3,1
antek,-3,1
mandiri,-3,1
bancang,-5,1
perdata,-3,1
tertumbuk,-4,1
tawon,-3,1
terisolasi,-3,1
putus akal,-5,2
ringan lidah,-4,2
menyerempakkan,-3,1
terperosok,-5,1
menebuk,-3,1
ain,-5,1
topek,-4,1
alur,-4,1
serak,-4,1
terlengar,-4,1
aib,-5,1
frustasi,-3,1
penyemat,-4,1
ganggang,-3,1
bimbingan,-3,1
mewujudkan,-3,1
wafat,-5,1
peniadaan,-3,1
penolak,-3,1
geluduk,-3,1
arsip,-5,1
upaya,-4,1
papakerma,-5,1
istan,-5,1
buang air besar,-5,3
tongong,-3,1
tuntunan,-3,1
kecapekan,-3,1
inventori,-3,1
melabrak,-5,1
sedikit,-4,1
khinzir,-4,1
curna,-5,1
menghuni,-3,1
merayapi,-3,1
oles,-4,1
mendemonstrasikan,-4,1
cuka belanda,-5,2
mengalihkan,-5,1
berdampingan,-3,1
menggeletar,-4,1
kompas,-3,1
raib,-3,1
terbongkar,-3,1
pandir,-5,1
mengantarai,-3,1
kelam kabut,-4,2
bertambun,-3,1
topo,-5,1
menyunat,-5,1
melawat,-4,1
mengantara,-3,1
duaja,-3,1
pegawai pemerintah,-3,2
rahmat,-3,1
bergemam,-3,1
menanggungkan,-5,1
berandalan,-5,1
melibas,-4,1
berselawat,-3,1
pangsa,-3,1
pica,-4,1
meriba,-3,1
menyengat,-4,1
kanun,-3,1
menanggapi,-5,1
menggugat,-4,1
berkumandang,-3,1
boyak,-5,1
lucah,-5,1
cekang,-3,1
gondok,-4,1
ambai,-5,1
gendak,-5,1
dalalah,-5,1
kecintaan,-3,1
bertimpa-timpa,-3,1
sewal,-5,1
gosip,-5,1
mata ikan,-4,2
muncul,-3,1
tungku,-4,1
ambau,-5,1
pukang,-3,1
terbang arwah,-4,2
mengungkapkan,-4,1
bersentuh,-5,1
aktif,-3,1
memanaskan,-4,1
ruat,-4,1
membantai,-4,1
plonga-plongo,-3,1
keropos,-3,1
rangkai,-4,1
bertindak,-4,1
membantar,-4,1
ruai,-4,1
ruak,-4,1
pagebluk,-5,1
canggung,-4,1
tergeliat,-3,1
lenggana,-4,1
insentif,-3,1
merangkam,-4,1
gegadan,-5,1
kicauan,-4,1
mengucur,-3,1
merangkak,-3,1
shabu-shabu,-3,1
banyak mulut,-4,2
mengorok,-3,1
percekcokan,-4,1
laporan,-5,1
unting,-5,1
ambiguitas,-5,1
menyampingkan,-4,1
bando,-4,1
mencarak,-3,1
celetuk,-5,1
ledekan,-5,1
arah,-4,1
pohon,-4,1
rumor,-5,1
aram,-3,1
menimangkan,-3,1
jelingah,-3,1
dengus,-3,1
dengut,-3,1
berlaga,-4,1
nasihat,-3,1
kerawanan,-4,1
murup,-3,1
lasat,-5,1
congor,-3,1
menegapkan,-3,1
perlengkapan,-3,1
sederhana,-5,1
jentaka,-5,1
macis,-4,1
amor,-4,1
dedak,-3,1
perosok,-4,1
jereket,-3,1
salin,-3,1
beranak pinak,-3,2
menggelorakan,-4,1
menjemukan,-3,1
sedat,-4,1
bonggol,-4,1
sebelah,-4,1
bersusila,-4,1
berliku-liku,-4,1
hidung,-5,1
bersaba,-3,1
penyatuan,-4,1
runtun,-5,1
meredam,-4,1
buah hati,-3,2
mendoa,-3,1
geser,-5,1
birokrat,-3,1
memihakkan,-4,1
elusan,-3,1
tegar,-4,1
huni,-3,1
datang hati,-5,2
gegabah,-5,1
instruksi,-3,1
sadis,-5,1
bertelingkah,-4,1
sarak,-3,1
kandas,-5,1
berlarian,-5,1
agama,-3,1
mendompleng,-3,1
menitis,-3,1
berkisar,-3,1
penghapusan,-3,1
loakan,-4,1
dekaden,-5,1
bukti,-3,1
berkemih,-3,1
menabrak,-3,1
dungkul,-4,1
sia-sia,-4,1
kerok,-3,1
potol,-4,1
aliansi,-4,1
riba,-3,1
luak,-3,1
hantam,-5,1
penanda,-3,1
menjapit,-4,1
merosok,-3,1
berkeberatan,-4,1
ujung tangan,-4,2
encok,-5,1
otek,-4,1
koneksi,-4,1
mulut rambang,-4,2
anggara,-4,1
merecok,-4,1
penindihan,-4,1
gili-gili,-3,1
berurine,-3,1
pengebat,-3,1
mendedahkan,-4,1
armada,-5,1
terkutuk,-5,1
memenangi,-5,1
wan,-4,1
termasuk,-3,1
gado-gado,-4,1
wah,-3,1
gamang,-3,1
cantik,-4,1
merembes,-3,1
melemah,-3,1
kesetanan,-3,1
rakaat,-4,1
melepaskan,-5,1
terowongan,-4,1
vakum,-3,1
menolak,-4,1
faring,-5,1
bergemuruh,-3,1
ramah,-3,1
ramai,-5,1
pelontar,-3,1
berhanyut,-4,1
bersanggit,-5,1
esensial,-4,1
jajaran genjang,-4,2
menghabiskan,-4,1
menampakkan,-4,1
bercumbu,-4,1
lalat kerbau,-4,2
tidak keruan,-3,2
jaringan,-4,1
duel,-4,1
pencegah,-3,1
curang,-5,1
lewat batas,-4,2
tengak,-4,1
dampak,-3,1
tengkar,-4,1
meragukan,-3,1
layu,-4,1
balela,-4,1
memergoki,-5,1
merua,-4,1
cacau,-5,1
inspirasi,-3,1
beramuk-amukan,-4,1
setuju,-3,1
petir,-3,1
berbelit-belit,-4,1
lusuh,-5,1
tersiar,-3,1
galaba,-5,1
bertunjangkan,-4,1
pental,-3,1
paruh,-3,1
darurat,-4,1
geming,-4,1
hangit,-5,1
gepok,-5,1
realisasi,-3,1
memotivasi,-4,1
angkatan,-5,1
serupa,-3,1
kesentuhan,-3,1
kungkungan,-3,1
ajar,-3,1
luwes,-4,1
siaran,-3,1
acoan,-5,1
pegawai negeri,-3,2
merundung,-4,1
parut,-3,1
panar,-3,1
oyok,-3,1
cingangah,-4,1
bertele-tele,-3,1
menyerap,-3,1
hilang pikiran,-4,2
getol,-3,1
mengebiri,-3,1
merapatkan,-3,1
batil,-4,1
ketelanjuran,-5,1
siksaan,-5,1
setip,-3,1
kalimantang,-3,1
salah urat,-3,2
menempati,-3,1
bermotif,-3,1
indo,-3,1
jeritan,-5,1
berziarah,-4,1
adimarga,-4,1
menyolang,-3,1
terkelik,-3,1
berogak-ogak,-4,1
pusu,-4,1
arus udara,-4,2
pencerahan,-3,1
terpotong,-3,1
bambu,-3,1
bendera,-3,1
empedal,-5,1
memindahkan,-5,1
cecunguk,-5,1
tulah,-3,1
barkas,-5,1
bercanda,-4,1
iring-iringan,-4,1
datuk,-4,1
memalak,-4,1
kumandang,-3,1
turunan,-3,1
kacrek,-3,1
ametis,-4,1
segi,-4,1
gembira,-3,1
menangkap tangan,-5,2
batalion,-5,1
berasimilasi,-3,1
reyot,-3,1
terjumpa,-4,1
kemasygulan,-3,1
beroperasi,-4,1
bengok,-4,1
hujung,-3,1
inklinasi,-3,1
menasihatkan,-3,1
mengistimewakan,-3,1
berpencar,-5,1
huma,-4,1
demen,-3,1
memperolahkan,-4,1
jalan protokol,-4,2
menyentak,-5,1
sakit hati,-3,2
jeri,-3,1
gabungan,-5,1
tertawan,-3,1
tersisih,-5,1
membangunkan,-4,1
depak,-3,1
bertabrakan,-4,1
halilintar,-3,1
cekung,-4,1
memecatkan,-5,1
pelet,-3,1
konkretisasi,-3,1
gua,-3,1
menyeramkan,-4,1
persengketaan,-4,1
omong,-4,1
mendalam,-3,1
motivasi,-3,1
mengejawantah,-3,1
berbondong-bondong,-3,1
menjepit leher,-4,2
relasi,-4,1
tebaran,-3,1
menyerobot,-5,1
menghamuni,-5,1
tidak bekerja,-4,2
jerum,-4,1
skors,-3,1
cetera,-4,1
melesap,-3,1
tertancap,-3,1
detektif,-3,1
lompong,-5,1
berpucuk,-4,1
beralasan,-4,1
memakan,-4,1
cimeng,-3,1
baku,-3,1
kabar,-3,1
menjotos,-3,1
rasionalitas,-4,1
bangsal,-3,1
meraban,-4,1
memaling,-5,1
menular,-4,1
saya,-3,1
jilid,-5,1
bidas,-5,1
mencerat,-3,1
bercekit,-4,1
pembungkus,-3,1
berderum,-4,1
goblok,-5,1
menceluk,-3,1
cakap,-4,1
mengirikan,-4,1
angkat topi,-4,2
melanggar,-5,1
memuaskan,-5,1
berpasuk,-3,1
percaturan,-3,1
dengkur,-3,1
rua,-4,1
tagar,-3,1
menumang,-4,1
terulur lidah,-5,2
sewenang-wenang,-5,1
maula,-4,1
menyeluruhi,-3,1
ledes,-3,1
berhamburan,-5,1
galian,-3,1
sebaran,-3,1
nikah,-3,1
ceku,-5,1
dengkul,-3,1
cabut,-5,1
kemurungan,-5,1
jalan tol,-4,2
sementung,-5,1
miring,-4,1
tumbang,-5,1
bondot,-5,1
undian,-5,1
pejajaran,-4,1
menguatkan,-3,1
peminta-minta,-4,1
meruok,-5,1
berkecai,-5,1
legalitas,-3,1
memilin,-5,1
rambang,-5,1
kaidah,-4,1
kata-,-4,1
bucu,-3,1
mengalahkan,-4,1
popokan,-4,1
kencan,-4,1
germo,-5,1
cerai,-4,1
begundal,-3,1
mengukuhkan,-3,1
memendek,-3,1
meruyup,-4,1
kebat,-3,1
menggelecik,-3,1
mendung,-3,1
liang sanggama,-4,2
sahabat,-4,1
gelinjang,-3,1
kebas,-3,1
kerja keras,-5,2
musyawarah,-3,1
belah ketupat,-4,2
sawat,-5,1
terminal,-3,1
tingkah,-5,1
membayankan,-4,1
kantin,-4,1
bendel,-5,1
koplo,-3,1
menyingkirkan,-4,1
papar,-3,1
dalil,-3,1
papak,-3,1
bernuansa,-3,1
enyah,-4,1
merosot,-5,1
capit,-3,1
rencana,-4,1
dewan,-3,1
menceracau,-3,1
malas,-4,1
repot,-5,1
kemik,-3,1
fasilitas,-4,1
bombastis,-3,1
didik,-3,1
bencat,-5,1
terkikis,-3,1
apiun,-3,1
lewat,-5,1
mengkhianati,-5,1
bedegong,-4,1
si fulan,-3,2
iba,-5,1
calar,-3,1
flu,-3,1
beruntun,-3,1
membawang,-5,1
ranap,-5,1
mencagun,-3,1
biut,-5,1
tambun,-3,1
andeka,-3,1
membanting,-4,1
dahsyat,-5,1
mungkir,-5,1
becus,-4,1
terzalimi,-5,1
pelantikan,-3,1
kisruh,-3,1
memedi,-4,1
gas,-4,1
perwujudan,-3,1
bapet,-4,1
intrakalimat,-5,1
berak,-4,1
akidah,-3,1
rayu,-4,1
imbang,-3,1
senging,-5,1
setimbang,-3,1
mengirik,-3,1
juragan,-4,1
mengiris,-4,1
vital,-4,1
begu,-4,1
bertikai pangkai,-4,2
harap-harap cemas,-3,2
warita,-4,1
bawa,-3,1
mempermudah,-3,1
merobohkan,-5,1
besar rabu,-3,2
surih,-3,1
apatis,-5,1
menyemprot,-5,1
beradu,-4,1
agen rahasia,-3,2
arahan,-3,1
bertanding,-4,1
atas,-4,1
data,-3,1
hasan,-4,1
otak udang,-5,2
terdedah,-3,1
asosiasi,-4,1
meneguk,-3,1
natural,-3,1
loneng,-3,1
bertuah,-3,1
menadaburkan,-3,1
jawaban,-5,1
merebahkan,-3,1
lancang mulut,-4,2
merampang,-4,1
prinsipil,-4,1
mengaret,-3,1
corengmoreng,-4,1
berkelompok-kelompok,-4,1
kegelisahan,-4,1
waduk,-3,1
koyak-koyak,-5,1
wajar,-5,1
inheren,-4,1
hilang arwah,-4,2
mengumandang,-4,1
berlubang,-3,1
bermetamorfosis,-3,1
soe,-5,1
jeringing,-4,1
ayunan,-3,1
lucut,-3,1
empal,-4,1
berangkat,-4,1
apes,-5,1
mansukh,-4,1
kesulitan,-5,1
tuli,-3,1
berguguran,-3,1
kacek,-4,1
menghulu,-3,1
gagar,-3,1
rayuan,-3,1
gawat,-5,1
mengada-ada,-4,1
menakutkan,-4,1
berangkal,-3,1
tertenung,-3,1
empap,-3,1
prosedur,-4,1
bernas,-3,1
hop,-5,1
terpendam,-5,1
syair,-3,1
penyelewengan,-4,1
semok,-4,1
tike,-3,1
nujum,-4,1
sabak,-3,1
memukuli,-4,1
menyolot,-4,1
menyelubungi,-3,1
terbentur,-4,1
berusaha,-3,1
bertengkar mulut,-5,2
lingkar,-3,1
meligih,-4,1
ejakulasi,-3,1
sepak,-3,1
kelesah,-5,1
melindap,-3,1
signifikansi,-4,1
kepayahan,-3,1
menyinkronkan,-3,1
uci-uci,-4,1
menyerbu,-5,1
menggerebek,-3,1
khisit,-5,1
gugatan,-5,1
berlipat,-3,1
menubruk,-3,1
sarangan,-3,1
kesambet,-3,1
sutradara,-3,1
kelucahan,-5,1
mengata-ngatai,-5,1
bertetesan,-3,1
cacing es,-4,2
beguk,-4,1
bongkak,-3,1
kalor,-4,1
batu berdahak,-4,2
gegap,-5,1
lotong,-4,1
memperkacaukan,-4,1
membantu,-4,1
gemaung,-3,1
pekak,-3,1
tertulang,-5,1
pemberadaban,-3,1
usaha,-4,1
mencilok,-3,1
serpihan,-4,1
mengutuk,-5,1
hajar,-5,1
uang sogok,-3,2
tanggal,-4,1
buntung,-5,1
hajat,-5,1
pembatalan,-3,1
jorong,-3,1
pergabungan,-3,1
uang pecah,-4,2
desas-desus,-5,1
prahara,-3,1
memantapkan,-3,1
jalan raya,-4,2
batuk darah,-4,2
tempelak,-5,1
dursila,-5,1
rebet,-5,1
menghinap-hinap,-3,1
pertunjukan perasaan,-3,2
rebeh,-5,1
hirap,-3,1
semaunya,-3,1
mendaulat,-5,1
terhempas,-5,1
hancur lebur,-5,2
rumit,-5,1
disimilaritas,-4,1
entak,-3,1
tradisional,-5,1
tersengut-sengut,-5,1
meriang,-4,1
sungkan,-4,1
angin lalu,-5,2
bersendikan,-4,1
nama buruk,-5,2
dongkol,-4,1
mengarah,-4,1
